INPUT:first_title	INPUT:second_title	INPUT:first_url	INPUT:second_url	INPUT:first_text	INPUT:second_text	GOLDEN:quality
Нижегородцы продолжают нарушать режим повышенной готовности	Более 85 тысяч бесед о нарушении самоизоляции провели в Нижегородской области	https://www.niann.ru/?id=552218	http://www.vremyan.ru/news/s_nizhegorodczami_proveli_bolee_85_tysyach_besed_ob_opasnosti_narusheniya_rezhima_povyshennoj_gotovnosti.html	"""Почти 10 тысяч протоколов за нарушение режима повышенной готовности составлено в Нижегородской области с 10 апреля. Как сообщает пресс-служба правительства региона, за период с 10 апреля по 16 мая 2020 года сотрудники полиции, органы исполнительной власти и местного самоуправления провели 85 844 профилактические беседы с жителями Нижегородской области об опасности нарушения режима повышенной готовности. В случае отсутствия необходимых разрешений на выход или выезд из дома нижегородцам разъясняют, что в нынешних условиях особенно важно соблюдать меры безопасности и позаботиться при этом о людях из группы риска: пожилых, беременных, людях с хроническими заболеваниями и пониженным иммунитетом. С 10 апреля по 16 мая в регионе составлено 9 227 протоколов за нарушение режима повышенной готовности, 839 из них составили представители органов исполнительной власти, в том числе 5 протоколов – за 16 мая. При этом за вчерашний день органы исполнительной власти провели 299 профилактических бесед с гражданами. За минувшие сутки на пунктах въездного контроля в Нижегородскую область проверено 1011 транспортных средств. Напомним, в Нижегородской области продолжает действовать режим повышенной готовности. Постепенное снятие ограничений возможно в течение второй декады мая. После принятия такого решения будут подписаны соответствующие изменения в Указ губернатора """"О введении режима повышенной готовности"""". """"Пока в регионе действуют те же ограничения на выход из дома и передвижение по области, введенные еще до майских праздников. То есть въезд граждан из других регионов возможен только при наличии разрешительных документов и при условии соблюдения двухнедельной самоизоляции. А сами нижегородцы должны соблюдать правила выхода из дома, получая соответствующий QR-код и жестко следуя всем санитарно-эпидемиологическим требованиям при нахождении в общественных местах"""", — подчеркнул губернатор Глеб Никитин. """	Постепенное снятие ограничений возможно в течение второй декады мая. За период с 10 апреля по 16 мая сотрудники полиции, органы исполнительной власти и местного самоуправления провели 85 844 профилактические беседы с жителями Нижегородской области об опасности нарушения режима повышенной готовности. Об этом сообщает пресс-служба главы региона и облправительства. В случае отсутствия необходимых разрешений на выход или выезд из дома нижегородцам разъясняют, что в нынешних условиях особенно важно соблюдать меры безопасности и позаботиться при этом о людях из группы риска: пожилых, беременных, людях с хроническими заболеваниями и пониженным иммунитетом. С 10 апреля по 16 мая в регионе составлено 9 227 протоколов за нарушение режима повышенной готовности, 839 из них составили представители органов исполнительной власти, в том числе 5 протоколов — за 16 мая. При этом за вчерашний день органы исполнительной власти провели 299 профилактических бесед с гражданами. За минувшие сутки на пунктах въездного контроля в Нижегородскую область проверено 1011 транспортных средств. Напомним, в Нижегородской области продолжает действовать режим повышенной готовности. Постепенное снятие ограничений возможно в течение второй декады мая. После принятия такого решения будут подписаны соответствующие изменения в Указ Губернатора «О введении режима повышенной готовности». 	OK
Эксперт: мировую экономику ждет коллапс из-за пандемии коронавируса	13 тысяч европейских компаний рискуют обанкротиться	https://www.mk.ru/economics/2020/05/17/ekspert-mirovuyu-ekonomiku-zhdet-kollaps-izza-pandemii-koronavirusa.html	https://news.finance.ua/ru/news/-/470774/13-tysyach-evropejskih-kompanij-riskuyut-obankrotitsya	"""Глобальную экономику в скором времени ждет коллапс, если власти государств не дадут возможность возобновить работу всем, кто вынужденно прекратил деятельность из-за связанных с пандемией коронавируса нового типа ограничительных мер. Такое мнение высказал венчурный инвестор, управляющий партнер компании Untitled Ventures Оскар Стаховяк.  """"Из-за общей ситуации многие компании обнулят и обесценят свои активы, из-за чего могут вырасти задолженности, размер которых будет зависеть от отрасли. И если ограничения продолжатся в третьем квартале, то вся экономика будет в большой беде"""", - приводит слова эксперта агентство РИА Новости. """	По прогнозу Euler Hermes, количество корпоративных банкротств в странах Западной Европы увеличится на 16%. Об этом сказано в прогнозе eulerhermes. Во втором квартале 2020 года в разгар кризиса, вызванного пандемией коронавируса COVID-19, обороты предприятий перерабатывающей промышленности в странах Еврозоны упали минимум на 15-25%. Обороты промышленных компаний по итогам года также уменьшатся на 12-18%. У кого самые высокие риски: Ранее Finance.ua сообщал о самых распространенных мифах о процедурах банкротства. Открыть производство в отношении неплатежеспособности физического лица можно только при нескольких условиях. Банкротство физлиц в Украине 😲 	BAD
Дальневосточная авиакомпания закупит 60 «Суперджетов» до 2024 года	Red Wings должна до 2024 года приобрести 60 самолетов SSJ 100	https://rns.online/industry/Dalnevostochnaya-aviakompaniya-zakupit-60-Superdzhetov-do-2024-goda-2020-05-17/	https://tass.ru/ekonomika/8493577	"""Новая авиакомпания, которая будет осуществлять перевозки на Дальнем Востоке, до 2024 года закупит до 60 самолетов Sukhoi Superjet-100, а также 16 самолетов МС-21. Об этом сообщил зампред РФ Юрий Борисов в интервью Павлу Зарубину, автору программы «Москва. Кремль. Путин» на телеканале «Россия 1». «До 24-го года эта компания должна приобрести до 60 самолетов """"Суперджет"""" и 16 самолетов МС-21""""», — приводит его слова «Вести.ru». По словам Борисова, новая авиакомпания будет отрабатывать новую модель сервиса и ремонта, чтобы «не было больше нареканий, что российские самолеты уступают западным». Что касается самой программы региональных перевозок, ее сокращать нельзя, несмотря на непростую экономическую ситуацию, считает Борисов. «Кризис – это время возможностей», — резюмировал он. """	"""ТАСС, 17 мая. Авиакомпания Red Wings до 2024 года должна приобрести до 60 самолетов SSJ 100 и 16 МС-21, сообщил вице-премьер РФ Юрий Борисов в программе """"Москва. Кремль. Путин"""" на телеканале """"Россия-1"""". """"До 2024 года эта компания должна приобрести до 60 самолетов """"Суперджет"""" и 16 самолетов """"МС-21"""", - сказал он. По его словам, одновременно в этой компании будет отрабатываться новая эталонная модель организации сервиса и ремонта для того, чтобы исключить нарекания, в том числе относительно того, что российские самолеты уступают западным. Борисов добавил, что самолеты типа SSJ 100 (региональные самолеты) сейчас будут наиболее востребованы на мировом рынке. """"Практика возобновления перевозок, которую мы наблюдаем в Китае, в Мексике, говорит о том, что самолеты этого типа наиболее востребованы. Поэтому у """"Суперджета"""" серьезный и хороший шанс сейчас проявить себя на рынке"""", - отметил Борисов. Газета """"Ведомости"""" сообщала, что """"Ростех"""" планирует поставить Red Wings (авиакомпанию контролирует ОАК, который, в свою очередь, сам входит в """"Ростех"""") до 60 самолетов Sukhoi SuperJet - 100 в течение нескольких лет.  В новость внесена правка (22:07 мск) - передается с уточнением названия авиакомпании """	OK
В Челябинской области до 20 возросло число жертв коронавируса	Число случаев коронавируса в Челябинской области достигло 1706	https://ura.news/news/1052432074	https://www.znak.com/2020-05-17/chislo_sluchaev_koronavirusa_v_chelyabinskoy_oblasti_dostiglo_1706	За минувшие сутки в Челябинской области скончались два пациента с подтвержденной коронавирусной инфекцией. Таким образом общее число жертв в регионе теперь составляет 20 человек. «Пациенты в возрасте 79 и 73 лет», — сообщает минздрав Челябинской области. В ведомстве добавили, что причина смерти в обоих случаях — ковидная пневмония. За сутки было зафиксировано 97 новых случаев заражения COVID-19. Общее число подтверждений коронавируса составляет 1706. Также за сутки были выписаны 21 человек. Всего вылечились 564 пациента. Оперативные новости вашего региона — в telegram-канале «Челябинск», viber-канале «Челябинск» и с доставкой в вашу почту — обзор самых важных сообщений. 	В Челябинской области за сутки подтверждено 97 новых случаев коронавирусной инфекции, всего в регионе 1706 заболевших, сообщает минздрав региона. За сутки скончались два человека. В обоих случаях причиной смерти стала ковидная пневмония. Пациентам было 79 лет и 73 года. В больницах находится 1113 человек, выздоровели 564 человека. Хочешь, чтобы в стране были независимые СМИ? Поддержи Znak.com 	OK
Ягудин об обвинениях в свой адрес: любую ахинею СМИ подхватывают	"Ягудин отреагировал на обвинения в ""пьяном"" избиении журналистов"	https://russian.rt.com/sport/news/747359-yagudin-otvet-napadki?utm_source=rss&utm_medium=rss&utm_campaign=RSS	https://slovodel.com/560408-yagudin-otreagiroval-na-obvineniya-v-pyanom-izbienii-zhurnalistov	Олимпийский чемпион 2002 года по фигурному катанию Алексей Ягудин отреагировал на обвинения в пьянстве и избиении журналистов, озвученные во время эфира программы «Пусть говорят» на Первом канале. «В какое странное время живём. Любую ахинею СМИ подхватывают. Ладно, когда никому не нужная псевдоблогерша клевещет на меня, что я 10 лет назад избивал битами журналистов, и исходит из прочитанной жёлтой статьи 10-летней давности, когда она сама в детский сад ходила. Это ещё забавно, учитывая, что я в своей жизни ни разу не дрался. Но когда это показывают на Первом канале? У меня скорее вопрос к программе «Пусть говорят», приглашающей псевдоперсон, которые кроме как орать и нести ахинею ничего не могут. Наверное, потому что настоящие блогеры не соглашаются», — приводит слова Ягудина «Спорт-Экспресс». По словам блогера Елены Родиной, фигурист когда-то распивал алкоголь и вместе с актёром Маратом Башаровым избивал представителей СМИ.  Ранее сообщалось, что Татьяна Тарасова заступилась за Ягудина, которого обвинили в пьянстве и избиении журналистов. 	"Олимпийский чемпион в одиночном фигурном катании Алексей Ягудин прокомментировал заявление блогера Елены Родиной о его драке с журналистами, назвав обвинение полной ""ахинеей"". Спортсмен признался, что ни разу в жизни не участвовал в драке. Он отметил, что ""псевдоблогерша"" оклеветала его на основании желтой статьи десятилетней давности. Ягудин с грустью заявил, что подобные безосновательные новости легко подхватывают СМИ. Он предложил одеться в костюм Человека-паука и доказывать всем окружающим, что это реально существующий персонаж. Таким примером спортсмен указал на безосновательность и глупость обвинений. По словам Ягудина, программа ""Пусть говорят"" показала себя не с самой лучшей стороны, когда использовала ничем не доказанные домыслы в эфире.  Ранее спортсмена обвинили в неподобающем поведении под влиянием алкоголя. Блогер Елена Родина заявила, что Алексей Ягудин вместе с актером Маратом Башаровым избили журналистов бейсбольными битами. Сюжет был показан в телепередаче ""Пусть говорят"" на Первом канале. "	OK
Служба занятости помогает тюменцам найти работу	В Тамбовской области начинается модернизация службы занятости	https://t-l.ru/283333.html	https://top68.ru/news/113928-v-tambovskoy-oblasti-nachinaetsya-modernizaciya-sluzhby-zanyatosti	"Центры занятости продолжают работу с предприятиями Тюменской области, которым уже разрешено продолжить свою деятельность. До окончания периода повышенной готовности люди направляются на подходящую работу исключительно по согласованию с работодателем. Всего с 17 марта по сегодняшний день через центры занятости трудоустроено полторы тысячи граждан. В Тюменской области востребованными в сфере строительства остаются высококвалифицированные специалисты (главный инженер проекта, инженер-проектировщик, технолог), а также машинисты крана, прорабы, будьдозеристы. Высоким спросом в сфере обрабатывающих производств пользуются электрогазосварщики, токари. Как сообщает департамент труда и занятости населения Тюменской области, в муниципальных районах есть потребность в медицинском персонале, социальных работниках, а также в рабочих сельскохозяйственного профиля - овощевод, тракторист, птицевод. В период действия режима повышенной готовности в банке вакансий органов службы занятости заявлены вакансии для работы дистанционно, с режимами работы, по которым не требуется ежедневная работа (гибкие формы занятости, свободный режим работы, неполный рабочий день, неполная рабочая неделя). Для самостоятельного поиска работы безопаснее пользоваться официальными ресурсами - порталом ""Работа в России"" или порталом департамента труда и занятости населения Тюменской области. "	В Тамбовской области модернизируют службу занятости. Пилотным центром станет рассказовский Центр занятости населения №3. Модернизация пройдёт в рамках регионального проекта «Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда». На модернизацию рассказовского Центра выделят 30 миллионов рублей. 98% этой суммы - средства федерального бюджета.  Модернизация службы занятости поможет обновить Центры, а также поможет решить проблемы занятости населения и активизировать взаимодействие органов службы и работодателей, образовательных учреждений и других.   	BAD
Служба занятости помогает тюменцам найти работу	Рынок труда после карантина: чего ожидать	https://t-l.ru/283333.html	https://news.finance.ua/ru/news/-/470789/rynok-truda-posle-karantina-chego-ozhidat	"Центры занятости продолжают работу с предприятиями Тюменской области, которым уже разрешено продолжить свою деятельность. До окончания периода повышенной готовности люди направляются на подходящую работу исключительно по согласованию с работодателем. Всего с 17 марта по сегодняшний день через центры занятости трудоустроено полторы тысячи граждан. В Тюменской области востребованными в сфере строительства остаются высококвалифицированные специалисты (главный инженер проекта, инженер-проектировщик, технолог), а также машинисты крана, прорабы, будьдозеристы. Высоким спросом в сфере обрабатывающих производств пользуются электрогазосварщики, токари. Как сообщает департамент труда и занятости населения Тюменской области, в муниципальных районах есть потребность в медицинском персонале, социальных работниках, а также в рабочих сельскохозяйственного профиля - овощевод, тракторист, птицевод. В период действия режима повышенной готовности в банке вакансий органов службы занятости заявлены вакансии для работы дистанционно, с режимами работы, по которым не требуется ежедневная работа (гибкие формы занятости, свободный режим работы, неполный рабочий день, неполная рабочая неделя). Для самостоятельного поиска работы безопаснее пользоваться официальными ресурсами - порталом ""Работа в России"" или порталом департамента труда и занятости населения Тюменской области. "	Карантин может оказать долгосрочное влияние на рынок труда и поведение граждан. Как известно, дохода лишились в первую очередь лица, работавшие без оформления трудовых отношений или находившиеся в гражданско-правовых отношениях. Об этом сообщает Госслужба занятости. Такая тенденция сохраняется и на международном уровне: эксперты взволнованы уменьшением количества лиц, уплачивающих страховые взносы даже в странах с налаженной системой соцобеспечения. При этом официальное трудоустройство предоставляет не только существенные гарантии во время работы, но и обеспечивает получение помощи в случае ее потери. Прогнозы по развитию сферы занятости: Кстати, если вас интересует быстрый заем до зарплаты, с помощью портала Finance.ua можно подобрать для себя оптимальные условия. 	BAD
ТАСС: в Кремле не определились с датой голосования по Конституции	"Английские клубы заинтересованы в подписании вратаря ""Трабзонспора"""	https://ura.news/news/1052432110	http://dynamomania.com/news/529740-anglijskie-kluby-zainteresovany-v-podpisanii-vratarya-trabzonspora	Запланировать дату проведения общероссийского голосования по поправкам к Конституции пока не представляется возможным. Этому мешает ситуация с распространением коронавируса в стране, сообщает ТАСС со ссылкой на источник в администрации президента РФ. По словам инсайдера, голосование возможно только при гарантии полной безопасности всех его участников. «Это зависит от двух факторов: эпидемической ситуации и мер Центризбиркома по обеспечению безопасности самого процесса», —заявил он. Несмотря на то что ситуация с распространением инфекции постепенно улучшается, делать какие-либо прогнозы еще рано, поэтому никакой точной даты по голосованию не существует, подчеркнул собеседник издания. Ранее главный редактор радиостанции «Эхо Москвы» Алексей Венедиктов заявил, что голосование по поправкам в Конституцию России может состояться 24 июня. Общероссийское голосование изначально было назначено на 22 апреля, но затем отложено в связи с пандемией коронавируса. Оперативные новости России и Урала — в telegram-канале «URA.RU» и с доставкой в вашу почту — обзор самых важных сообщений. 	Вратарь «Трабзонспора» Угурчан Чакир привлек внимание английских клубов. Как сообщает источник со ссылкой на Fanatik, «Лестер» и «Эвертон» готовы составить конкуренцию «Ливерпулю» и «Тоттенхэму» за подписание турецкого голкипера.Английские клубы уверены, что они смогут заполучить 24-летнего вратаря за 18 млн фунтов стерлингов. Однако президент «Трабзонспора» Ахмет Агаоглу объявил в прошлом месяце, что он отклонил предложение неназванного иностранного клуба в размере 20 млн евро. 	BAD
Холанд о голе в ворота «Шальке»: Не удивлен, я усердно работал на карантине	Геррейру впервые за четыре года в «Боруссии» забил за матч больше одного гола	https://nevasport.ru/142812-holand-o-gole-v-vorota-shalke-ne-udivlen-ya-userdno-rabotal-na-karantine/	https://bombardir.ru/news/604018-Gerreyru-vpervye-za-chetyre-goda-v-Borussii-zabil-za-match-bolshe-odnogo-gola%20	Норвежский нападающий дортмундской «Боруссии» Эрлинг Холанд поделился мнением о своей игре в матче 26-го тура Бундеслиги против «Шальке». По словам Холанда, он не в той форме, что раньше, ведь не играл на протяжении семи недель. «Но знаю, что усердно работал весь этот период, так что я не удивлен, что забил», – сказал Холанд, слова которого приводит официальный сайт Бундеслиги. Напомним, в первом матче Бундеслиги после ее возобновления дортмундская «Боруссия» обыграла гельзенкирхенский «Шальке» дома со счетом 4:0. Дубль оформил Рафаэль Геррейру, еще по голу забили Эрлинг Холанд и Торган Азар. Чемпионат был прерван из-за пандемии коронавируса. Бундеслига стала первым европейским топ-чемпионатом, который возобновил матчи. 	Полузащитник «Боруссии» из Дортмунда Рафаэль Геррейру в матче 26-го тура Бундеслиги против «Шальке» (4:0) оформил дубль. Это первый случай португальца в дортмундском клубе, когда он забил больше гола за игру. Победа позволила «Боруссии» выйти на второе место в Бундеслиге, которая возобновилась после карантинной паузы. Источник: Бомбардир.ру 	BAD
Менеджер Нурмагомедова: Хабиб после каждого боя говорит, что завершает карьеру	ММА. Джастин Гэтжи грозится побить и Нурмагомедова, и Макгрегора	https://russian.rt.com/sport/news/747415-abdelaziz-nurmagomedov-zavershenie-karery	https://www.vesti.ru/doc.html?id=3265762	Али Абдель-Азиз, менеджер действующего чемпиона Абсолютного бойцовского чемпионата (UFC) в лёгком весе россиянина Хабиба Нурмагомедова, заявил, что его клиент после каждого поединка говорит о завершении карьеры, однако буквально через две недели рвётся вернуться в октагон. «Нурмагомедов после каждого боя говорит мне, что заканчивает карьеру. Через две недели он звонит мне и спрашивает, с кем ему стоит встретиться в следующем поединке», — цитирует Абдель-Азиза TMZ. Хабиб Нурмагомедов должен провести следующий поединок осенью 2020 года. Его соперником станет обладатель временного чемпионского пояса в лёгком дивизионе Джастин Гэтжи. Ранее менеджер Нурмагомедова рассказал, кто принимает решения в команде чемпиона UFC. 	"Американский боец смешанного стиля Джастин Гэтжи, который на турнире UFC 249 нокаутировал соотечественника Тони Фергюсона и завоевал титул временного чемпиона ведущего американского промоушена, готов дать бой и постоянному обладателю титула Хабибу Нурмагомедову, и Конору Макгрегору. ""Бой с Нурмагомедовым – это тот поединок, которого я очень хочу, — цитирует Гэтжи канал ESPN. – Это матч, который я реально заработал и заслужил. И это на сегодня – единственный бой для меня"". Однако, в планы амбициозного американца входит не только чемпионский поединок с непобедимым до сих пор россиянином: ""Когда я побью Хабиба, я обязательно буду драться с Конором Макгрегором, потому что я хочу не только чемпионства, но и серьезно заработать. Я в этом деле для того, чтобы делать деньги"". "	BAD
Мертворождённый электромобиль Dyson может стать донором технологий	Джеймс Дайсон поведал, как потратил полмиллиарда фунтов на электрокар	https://3dnews.ru/1011133	http://tvoygorodpskov.ru/2020/05/892899-dzheyms-dayson-povedal-kak-potratil-polmilliarda-funtov-na.html	Некоторое время назад многие компании пытались бросить вызов Tesla, начав разработку собственных электромобилей. Британский производитель бытовой техники Dyson оказался в их числе. Потратив 500 млн фунтов стерлингов на разработку электромобиля, компания в итоге отказалась его выпускать, но этот проект может быть полезен конкурентам. От идеи наладить массовое производство электромобиля с кодовым обозначением N526 британская компания Dyson отказалась ещё в октябре прошлого года. Как пояснил её основатель сэр Джеймс Дайсон (James Dyson) в интервью The Sunday Times, данное транспортное средство было бы способно принять на борт семь человек, на одном заряде оно преодолевало бы почти 960 км. Это рекордный показатель среди легковых электромобилей, если не считать перспективный Tesla Roadster второго поколения, дебют которого теперь задерживается до 2022 года. Секрет подобной автономности электромобиля Dyson заключается в аккумуляторах с твердотельным электролитом собственной разработки. Самое интересное, что подобный запас хода должен был обеспечиваться в условиях, далёких от «тепличных» — при передвижении в холодное (по меркам Великобритании) время года со включенными обогревателем и мультимедийной системой, при средней скорости передвижения более 110 км/ч. Продемонстрированный Dyson прототип электромобиля N526 получил алюминиевый кузов, его снаряжённая масса достигала 2,6 тонны. Это не мешало прототипу разгоняться до 100 км/ч за 4,8 секунды, а также достигать максимальной скорости в 200 км/ч. Электромобиль планировалось оснащать двумя электромоторами мощностью по 200 кВт. Прототип не был простой демонстрационной моделью, Дайсон признался в интервью, что осуществлял на нём пробные поездки в условиях повышенной секретности на огороженной территории. В разработку электромобиля основателю Dyson пришлось вложить 500 млн фунтов стерлингов собственных средств, но рыночные перспективы этого изделия оказались покрыты туманом. Стоимость одного электромобиля Dyson в рознице должна была превышать $182 000 для сохранения безубыточности, а за такие деньги покупать пусть и необычный, но не самый выдающийся с точки зрения потребительских качеств кроссовер вряд ли бы кто-то захотел. Сам сэр Дайсон не ставит крест на идее серийного выпуска транспортных средств, он просто хотел бы делать это с выгодой для себя. Команда разработчиков готова предложить технологию изготовления аккумуляторных батарей с твердотельным электролитом заинтересованным контрагентам. Такие батареи не только превосходят литиево-ионные по эффективности, но и гораздо компактнее их. 	Основатель английской компании Dyson Джеймс Дайсон в процессе интервью газете The Sunday Times презентовал прототип электромобиля компании, разработку которого отменили в 2014 году по финансовым соображениям. Стоимость одного электромобиля Dyson в рознице должна была превышать $182 000 для сохранения безубыточности, а за такие деньги покупать пусть и необыкновенный, однако не самый выдающийся с точки зрения потребительских качеств кроссовер навряд ли бы кто-то захотел. На одном заряде такая машина могла бы победить 960 км. Их планируется использовать не только лишь в собственных продуктах, однако и торговать другим организациям, в том числе — автопроизводителям. Прототип данной модели оборудовали алюминиевым кузовком. При массе в 2,6 тонны прототип способен разгоняться до 100 километров в час за 4,8 секунды, а запах хода электромобиля составляет 965 километров, пишет Motor.ru. При всем этом авто могло набирать первую сотню за 4,8 сек. Максимальная скорость была вдвое выше — 200 км/ч. Эта версия электромобиля должна была иметь 2 электромотора на 200 киловатт. Предполагалось, что такие батареи будет проще заряжать и перерабатывать. Потратив 500 млн фунтов стерлингов на разработку электромобиля, компания в результате отказалась его выпускать, однако этот проект может быть полезен соперникам. Сам сэр Дайсон не ставит крест на идее серийного выпуска транспортных средств, он просто хотел бы делать это с выгодой для себя. Что интересно, руководитель компании объявил, что Dyson готова предоставить автопроизводителям свои твердотельные аккумуляторы, однако пока нечетко, нашёлся ли хоть один желающий. 	OK
Авиавласти Армении ожидают 18 мая рейс из Минска в Ереван	Вывозной авиарейс из Австрии и Венгрии прибыл в Петербург	https://1prime.ru/transport/20200517/831460364.html	https://1prime.ru/transport/20200517/831460356.html	"2020-05-17T21:15:22+03:002020-05-17T21:15:22+03:00https://1prime.ru/transport/20200517/831460364.htmlhttps://1prime.ru/i/logo/social_logo.pngАгентство экономической информации ПРАЙМhttps://1prime.ru/i/logo/logo_subscription.pngАгентство экономической информации ПРАЙМhttps://1prime.ru/i/logo/logo_subscription.png ЕРЕВАН, 17 мая /ПРАЙМ/. Рейс из Минска в Ереван запланирован на 18 мая, сообщили в воскресенье в комитете гражданской авиации Армении. Ранее в армянском посольстве в РФ заявили, что из московского аэропорта ""Домодедово"" в Ереван 17 мая отправился самолет авиакомпании Red Wings, на борту которого на родину возвращаются 229 граждан Армении. Там же отметили, что следующие чартерные рейсы в Ереван из российских городов состоятся из Сочи (19 мая), Краснодара (23 мая), Москвы (25 мая), Санкт-Петербурга (27 мая). Пятнадцатого марта рейсом той же авиакомпании из Москвы в армянскую столицу вернулись 232 человека. ""Для доставки на родину граждан Армении на 17 и 18 мая запланированы рейсы Москва-Ереван и Минск-Ереван. Распоряжением коменданта (вице-премьера Тиграна Авиняна – ред.) сотрудники комитета по туризму будут сопровождать прибывших пассажиров в места самоизоляции. Следовательно, просим родственников пассажиров не приезжать в аэропорт, чтобы избежать неудобств"", — говорится в сообщении, размещенном на странице комитета гражданской авиации в Facebook. В Армении для борьбы с распространением коронавируса объявлено чрезвычайное положение с 16 марта по 13 июня. В стране, по данным на субботу, выявлены 4472 случая заражения, излечились 1925 пациентов, 60 человек скончались. С 4 мая в республике частично возобновили работу промышленность, сфера услуг, торговля и общепит, сняты ограничения на свободное передвижение граждан. Всемирная организация здравоохранения 11 марта объявила вспышку новой коронавирусной инфекции COVID-19 пандемией. По последним данным ВОЗ, в мире зафиксировано более 4,5 миллиона случаев заражения, свыше 307 тысяч человек скончались. "	"2020-05-17T20:57:41+03:002020-05-17T20:57:41+03:00https://1prime.ru/transport/20200517/831460356.htmlhttps://1prime.ru/i/logo/social_logo.pngАгентство экономической информации ПРАЙМhttps://1prime.ru/i/logo/logo_subscription.pngАгентство экономической информации ПРАЙМhttps://1prime.ru/i/logo/logo_subscription.png С.-ПЕТЕРБУРГ, 17 мая /ПРАЙМ/. Вывозной авиарейс из Вены и Будапешта с россиянами на борту прибыл в Петербург, следует из данных онлайн-табло Пулково. Около 20 жителей Петербурга и Ленинградской области прибыли в Пулково на самолете из Вены, который по пути в Петербург сделал промежуточную остановку в Будапеште, отметили в пресс-службе Смольного. После этого самолёт вылетит в Москву. Ранее сообщалось, что рейс ""Аэрофлота"" AFL2185 вылетел из Вены около 12.30 (13.30 мск), на борту — 80 граждан Российской Федерации и один гражданин ФРГ. Вылет из Будапешта должен был состояться в 15.10 (16.10 мск). В аэропорту пассажиров рейса встречают врачи, сотрудники Роспотребнадзора, правоохранительных ведомств, исполнительных органов власти Санкт-Петербурга и Ленинградской области. Прилетевших обследуют, возьмут анализы на инфекцию. Им выдадут официальное предписание о соблюдении 14-дневного карантина. При невозможности самоизоляции по месту жительства вернувшимся из-за рубежа дадут возможность провести две недели в обсерваторе в Курортном районе. Багаж пассажиров продезинфицируют, после чего всех организованно, в сопровождении ГИБДД на автобусах отвезут к месту проживания или самоизоляции. Всю работу в режиме реального времени контролирует оперативный штаб. "	BAD
